Anime_id,Title,Genre,Synopsis,Type,Producer,Studio,Rating,ScoredBy,Popularity,Members,Episodes,Source,Aired,Link,is_hentai
4150,Cosmos Pink Shock,"['Comedy', 'Parody', 'Sci-Fi', 'Space']","Based on a 1984 serial on the ""Animevision"" video magazine. The original material was compiled into this one-shot video.  
 
(Source: AniDB) ",OVA,['Victor Entertainment'],['AIC'],5.65,588.0,8343.0,1232.0,1.0,Original,"Jul 21, 1986",https://myanimelist.net/anime/4150/Cosmos_Pink_Shock,False
982,Cosplay Complex,"['Comedy', 'Ecchi', 'Parody', 'School']","Meet Chako and her friends from the Cosplay Association at East Oizuki Academy! They're the hottest new cosplay team in Japan...fresh from a winning streak of local battles, they're set to sweep the Cosplay World Series! 
 
Yeah, right. 
 
In reality, Chako and her friends are barely able to keep their club alive at all. Feeble club membership and a lack of sponsorship might be the end of their cosplay dreams before they can even start. But don't you dare underestimate this group of spunky girls! They'll survive a barrage of pervy newcomers, cosplay rivalries, costume disasters and dating mishaps in order to reach their ultimate goal of competing in the World Series. The clothing flies as the girls suit up (and strip down) for Cosplay Complex! 
 
(Source: DVD Back Cover)",OVA,"['Lantis', 'Happinet Pictures']",['TNK'],5.94,4596.0,4269.0,9573.0,3.0,Unknown,"May 25, 2002 to Oct 26, 2002",https://myanimelist.net/anime/982/Cosplay_Complex,False
514,Cossette no Shouzou,,"The anime is about art student Eiri Kurahashi, who works in an antique shop. One day, he sees the image of a girl in an antique glass. To his shock, she appears to be moving and living out her life before his eyes. He becomes infatuated with the girl, and one night at midnight, somehow makes contact with her. He learns her name is Cossette, and that she was an aristocrat's daughter during the 18th century. 
 
She reveals to him that her spirit has been entrapped within the glass by her murder, which was perpetrated by her betrothed, the artist Marcelo Orlando. To set her free, she tells Eiri, a man must be willing to take upon himself punishment for the sins Marcelo committed. 
 
(Source: Wikipedia)",OVA,,,7.0,,1794.0,54170.0,,,"Apr 11, 2004 to Dec 22, 2004",https://myanimelist.net/anime/514/Cossette_no_Shouzou,False
1,Cowboy Bebop,"['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi', 'Space']","In the year 2071, humanity has colonized several of the planets and moons of the solar system leaving the now uninhabitable surface of planet Earth behind. The Inter Solar System Police attempts to keep peace in the galaxy, aided in part by outlaw bounty hunters, referred to as ""Cowboys."" The ragtag team aboard the spaceship Bebop are two such individuals. 
  
Mellow and carefree Spike Spiegel is balanced by his boisterous, pragmatic partner Jet Black as the pair makes a living chasing bounties and collecting rewards. Thrown off course by the addition of new members that they meet in their travels—Ein, a genetically engineered, highly intelligent Welsh Corgi; femme fatale Faye Valentine, an enigmatic trickster with memory loss; and the strange computer whiz kid Edward Wong—the crew embarks on thrilling adventures that unravel each member's dark and mysterious past little by little. 
 
Well-balanced with high density action and light-hearted comedy,  Cowboy Bebop  is a space Western classic and an homage to the smooth and improvised music it is named after. 
 
[Written by MAL Rewrite]",TV,['Bandai Visual'],['Sunrise'],8.81,363889.0,39.0,704490.0,26.0,Original,"Apr 3, 1998 to Apr 24, 1999",https://myanimelist.net/anime/1/Cowboy_Bebop,False
1194,Coyote Ragtime Show,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Shounen']","Mister is a ""coyote"" or space faring outlaw who has been sitting in prison for a year for a traffic offense. Ten days from release, he breaks out with the help of his old partners Bishop and Katana. He then seeks out Franka who has been left in his care by her dead father and takes her on a journey to find her father's treasure. On their heels are the federal investigators Angelica and Chelsea as well as the android assassins of the Criminal Guild, Madame Marciano's Twelve Sisters. 
 
(Source: ANN)",TV,,['ufotable'],6.71,6392.0,3517.0,14896.0,12.0,Original,"Jul 4, 2006 to Sep 19, 2006",https://myanimelist.net/anime/1194/Coyote_Ragtime_Show,False
15893,Crash!,"['Comedy', 'Shoujo']",Three episodes aired on TV as part of the Ribon x Oha Suta specials. ,Special,['TV Tokyo'],,5.6,382.0,8754.0,1290.0,3.0,Manga,"Nov 13, 2012 to Nov 27, 2012",https://myanimelist.net/anime/15893/Crash,False
966,Crayon Shin-chan,"['Slice of Life', 'Comedy', 'Ecchi', 'School', 'Seinen']","Just because an anime features a young protagonist does not necessarily mean that it is an appropriate series to show your children. Young Shinnosuke, or Shin-chan for short, is a very creative young boy that lives with his eccentric parents, Misae and Hiroshi, as well as his Prima Donna younger sister, Himawari, and has loads of unique friends to boot. 
 
Everyday life for little Shin-chan is full of funny (and shocking) moments, most of which stem from his unnatural and sometimes profane use of language, as well as his constant acts of inappropriate behavior. Shin-chan's famous ""elephant"" gag is one of the most defining moments in  Crayon Shin-chan , simply because it is the epitome of crude comedy, one of the core themes of the series. 
 
 Crayon Shin-chan  is a hilarious show about the day in the life of a young, curious boy, that captures the awkwardness of growing up as well as the beauty of being true to one's self, no matter what others say.",TV,['TV Asahi'],['Shin-Ei Animation'],7.73,17658.0,2057.0,34717.0,,Manga,"Apr 13, 1992 to ?",https://myanimelist.net/anime/966/Crayon_Shin-chan,False
3205,Cream Lemon: Lemon Angel,['Ecchi'],"Franchise combining a real life idol trio and limited animation short stories, with their cartoon alter egos thrown into various bizarre and generally sexual situations. 
 
(Source: AniDB)",TV,['AIC'],,5.76,281.0,7738.0,1604.0,37.0,Other,"Oct 1, 1987 to Dec 24, 1987",https://myanimelist.net/anime/3205/Cream_Lemon__Lemon_Angel,False
5167,Cream Lemon: New Generation,"['Drama', 'Romance']",A remake of the old Cream Lemon OVA series. ,OVA,['Fairy Dust'],,5.71,232.0,8871.0,1140.0,4.0,Unknown,"Mar 23, 2006 to May 31, 2006",https://myanimelist.net/anime/5167/Cream_Lemon__New_Generation,False
25731,Cross Ange: Tenshi to Ryuu no Rondo,"['Action', 'Sci-Fi', 'Mecha']","Angelise Ikaruga Misurugi is the first princess of the noble Misurugi Empire. The kingdom has seen great power and prosperity due to the advancement of the revolutionary technology known as ""Mana,"" an abstract bending of light that has reduced the world's problems of war and pollution to a timeless peace.  
 
However, not all are blessed with the ability to wield Mana. Those who cannot are labeled ""Norma,"" outcasts of society who are considered a threat to civilization and live under constant persecution, and Angelise herself is one of many who want the Norma exterminated. But as Angelise's sixteenth birthday commences, it is discovered in a shocking revelation that she is actually a Norma. Chaos ensues, the public is outraged, and the once adored princess is exiled to Arzenal: a remote military base where Normas are forced into conscription. 
 
Now, the former royal must adapt to a harsh and vastly different lifestyle; piloting mechanical robots known as ""Paramail"" to fend off large, devastating beasts referred to as DRAGONs. However, a sinister truth about these savage creatures threatens to change everything. 
 
[Written by MAL Rewrite]",TV,"['Starchild Records', 'Bandai Namco Live Creative', 'Bandai Channel']",['Sunrise'],7.48,46357.0,855.0,108405.0,25.0,Original,"Oct 5, 2014 to Mar 29, 2015",https://myanimelist.net/anime/25731/Cross_Ange__Tenshi_to_Ryuu_no_Rondo,False
11177,Cross Fight B-Daman,"['Game', 'Kids']","A rumor has spread amongst the children worldwide regarding the popular B-Daman matches: A select group will be allowed to participate in an upcoming secret competition, known as ""Cross Fight""!  
  
(Source: translated and adapted from official site by Cranston) ",TV,['TV Tokyo Music'],['SynergySP'],6.64,1038.0,6605.0,2695.0,52.0,Unknown,"Oct 2, 2011 to Sep 30, 2012",https://myanimelist.net/anime/11177/Cross_Fight_B-Daman,False
5941,Cross Game,"['Comedy', 'Drama', 'Romance', 'School', 'Sports']","Kou Kitamura and Aoba Tsukishima are often at odds—even though their families happen to be close friends and business partners. Although the only child of a sports shop owner, Kou has never been interested in playing baseball. Despite this, he possesses an impressive batting ability honed by frequent visits to the local baseball batting center run by the Tsukushima family. On the other hand, Aoba loves to play baseball and is a star player with exceptional pitching form. 
 
However, these two seemingly complete opposites share something very important to them—Wakaba Tsukishima, Aoba's older sister and Kou's destined sweetheart. Admired by the quarrelsome duo, Wakaba often finds herself the catalyst to their never-ending rivalry. But whether or not they realize that they have more in common than either would care to admit, only time will tell. The game of baseball may just be what the pair needs to ultimately overcome their own personal struggles. 
 
[Written by MAL Rewrite] 
",TV,"['TV Tokyo', 'Shogakukan Productions']",['SynergySP'],8.5,29466.0,1252.0,70343.0,50.0,Manga,"Apr 5, 2009 to Mar 28, 2010",https://myanimelist.net/anime/5941/Cross_Game,False
22839,Cross Road,,"As college entrance examinations draw near, two students living completely different lives decide to enroll in Z-Kai, a correspondence education service. Balancing their studies with their daily lives, the two diligently work towards their goal, unaware of how much they share in common. Will their hard work pay off and bring about the success they desire? 
 
[Written by MAL Rewrite]",Special,,,7.58,,2040.0,45061.0,,,"Feb 25, 2014",https://myanimelist.net/anime/22839/Cross_Road,False
2722,Crusher Joe,"['Action', 'Sci-Fi', 'Adventure', 'Space']","Crushers: intergalactic Jacks-of-All-Trades who will take on any assignment for the right price. Crusher Joe heads a small team of these outer space troubleshooters that includes the cyborg Talos, the beautiful Alfin, and the obligatory kid sidekick Ricky. A routine assignment escorting a cryogenically frozen heiress to a medical facility goes awry when the girl goes missing and Joe and his team are left holding the bag. It seems space pirates are trying to play the Crushers for patsies, but Joe doesn’t take kindly to the setup and tracks the pirates to their home world. The four heroes not only have to rescue their human cargo but take down the pirates in the process, which involves a heck of a lot of space dogfights, explosions, and good old-fashioned hand-to-hand combat.  
 
(Source: AniDB)",Movie,['Studio Nue'],['Sunrise'],6.93,1089.0,5934.0,3312.0,1.0,Manga,"Mar 12, 1983",https://myanimelist.net/anime/2722/Crusher_Joe,False
1153,Crying Freeman,"['Action', 'Police', 'Martial Arts', 'Romance', 'Drama', 'Seinen']","Yo Hinomura was an ordinary Japanese potter when a run-in with a Chinese mafia changed his life forever. Now an assassin for the 108 Dragons, Yo is the perfect killing machine. As a sign for remorse over his victims, he sheds tears after eliminating his targets. Because of this, he is infamously known by the Dragons and every crime syndicate in the world as ""Crying Freeman."" 
 
(Source: ANN)",OVA,,['Toei Animation'],6.58,2231.0,4927.0,5994.0,6.0,Manga,"Nov 25, 1988 to Feb 25, 1994",https://myanimelist.net/anime/1153/Crying_Freeman,False
3840,Crystal Blaze,"['Action', 'Sci-Fi']","Rags Town is the garbage dump of Japan. The place where people who want to forget their pasts run to. In this town, where the rules strictly forbid asking about the past or getting to know people, there is small detective agency called S&A Detectives.  
 
The story revolves around Ayamana, the inseparable pair of misfit wannabe detectives, the case Manami takes on impulse, and the trouble that arises from it. On the case they find a woman who is abnormally hot, and who is being chased by a bunch of women with guns. After being dubbed Sara, the detectives try and figure out just what is going on with her. At the same time, all over town teenage girls are burning up and turning into glass. The government is covering everything up, but the detectives, as well as a nosy reporter and the local police, are determined to find out what is happening.",TV,"['Studio Fantasia', 'Happinet Pictures', 'BIGLOBE']",,6.2,4073.0,3729.0,13382.0,12.0,Original,"Apr 9, 2008 to Jun 25, 2008",https://myanimelist.net/anime/3840/Crystal_Blaze,False
40477,Curry Meshi x Zombieland Saga,,"A special collaboration between Nissin Foods'  Curry Meshi  instant curry rice brand and the TV anime  Zombieland Saga . A special themed box set with a music CD, artwork, and six curries will be sold for a limited time.",,,,,,5945.0,4606.0,,,"Oct 3, 2019",https://myanimelist.net/anime/40477/Curry_Meshi_x_Zombieland_Saga,False
1661,Cutey Honey,"['Action', 'Sci-Fi', 'School']","One day, Honey Kisaragi's a trendy, class-cutting Catholic schoolgirl. The next, her father's been murdered by demonic divas from a dastardly organization called Panther Claw. When his dying message reveals that she's an android, Honey uses the transformative power of the Atmospheric Element Solidifier - the very thing Panther Claw wanted to steal - to seek revenge against the shadowy clan. Can Honey fight her way up Panther Claw's ranks to defeat its leader, the sinister Sister Jill while managing to escape the watchful eyes of Miss Histler, her school's headmistress? 
 
Aided by journalist Hayami Seiji, his ninja father, and his lady-loving grade school brother, Honey sometimes appears as a racecar driver, sometimes as a glamorous model, and sometimes as a beggar, but her true identity is none other than the warrior of love, Cutie Honey! 
 
(Source: RightStuf)",TV,['Dynamic Planning'],['Toei Animation'],6.59,2150.0,4104.0,9354.0,25.0,Manga,"Oct 13, 1973 to Mar 30, 1974",https://myanimelist.net/anime/1661/Cutey_Honey,False
15109,Cuticle Tantei Inaba,"['Action', 'Mystery', 'Comedy', 'Supernatural', 'Shounen']","In a world where half-human, half-animal chimeras live and work alongside normal people, there are sure to be a few bad apples in the bunch. Unfortunately, half-human criminals means non-human clues that often leave the police stumped. That's where lone wolf detectives like Hiroshi Inaba come in. He's literally part wolf and has the amazing ability to extract critical information just by examining or tasting a sample of someone's hair! Of course, that ability has also resulted in Inaba having a little bit of a hair fetish, but that doesn't seem to be a problem for his two assistants. (Well, at least the cross-dressing one isn't complaining much.) And it's nothing compared to the strange tastes of Inaba's nemesis, the omnivorous (and half goat) crime boss Don Valentino, who has an appetite for green legal tender instead of tender young greens! Inaba's sworn to cut Valentino out of the criminal flock before the Don can wolf down more ill-gotten dough, but he's going to have to chew his way through a lot of evidence to get his goat. Can sheer dogged detective work put the baaaaad guys behind bars? 
 
(Source: Sentai Filmworks)",TV,"['Frontier Works', 'Media Factory', 'AT-X', 'Showgate', 'BIGLOBE']",['Zexcs'],7.41,23722.0,1437.0,64401.0,12.0,Manga,"Jan 4, 2013 to Mar 22, 2013",https://myanimelist.net/anime/15109/Cuticle_Tantei_Inaba,False
36976,Cutie Honey Universe,"['Action', 'Sci-Fi', 'Comedy', 'Magic', 'Romance', 'Shounen']","The forces of evil are on the rise. When the evil mastermind Sister Jill transforms one of her girls into the bestial Breast Claw and sends her minions out on a mission involving the group Panther Claw and a jewelry store heist, Honey Kisaragi departs from her Catholic girls' school to confront the threat as Cutie Honey. But that's exactly what Sister Jill wants, as she desires Honey's Airborne Element Fixing Device, which allows her to transform into Honey's seven different forms. Meanwhile, Sister Jill is also on the scene in disguise as Inspector Genet, trying to worm her way into Honey's confidence from a different angle. 
 
(Source: ANN)",TV,,['Production Reed'],5.66,1373.0,3766.0,10585.0,,Manga,"Apr 8, 2018 to Jun 24, 2018",https://myanimelist.net/anime/36976/Cutie_Honey_Universe,False
1352,Cyber City Oedo 808,"['Action', 'Adventure', 'Police', 'Sci-Fi']","It is the year 2808. Three convicts are recruited as members of the Cyber Police to keep major criminal activity in Oedo (formerly Tokyo) in check. In return, their life sentences will be reduced by a few years for every mission accomplished. However, to ensure that these convicts are doing their job, the police have secured special collars around their necks. If they attempt to remove their collars or fail to meet the time limit of their mission, the collars will self-destruct.  
 
(Source: ANN)",OVA,['Japan Home Video'],['Madhouse'],7.24,5509.0,3563.0,12341.0,3.0,Original,"Jun 21, 1990 to Oct 4, 1991",https://myanimelist.net/anime/1352/Cyber_City_Oedo_808,False
2383,Cybersix,"['Action', 'Adventure', 'Romance', 'Sci-Fi']","Anime based upon the original Argentine graphic novel series of the same name. 
 
The story follows the titular character who is a genetically engineered super-soldier; one of the creations of Dr. Von Reichter's diabolic experiments. (The fictional) Von Reichter is actually a former Nazi who conducted horrendous experiments during the second world war. He flees to South America where he continues his experiments which culminate in the creation of the ""Cybers,"" one of which happens to be Cybersix. However, since the Cybers exhibit free will at an young age (an undesired trait), Von Reichter destroys all the Cybers to prevent a rebellion. 
 
In the present day, Cybersix is one of the Cybers who managed to escape and is living a quiet life under the alias of ""Adrian Seidelman""; however, she finds out that her survival is dependent on a special substance that Von Reichter created and thus she is forced to hunt down the ""Technos,"" a newer generation of super-soldiers created by him, in order to survive. Unintentionally, in the process, Cybersix becomes a superhero protecting the world from Dr. Von Reichter's creations and his evil plans.",TV,['Tokyo Movie Shinsha'],['Telecom Animation Film'],7.34,1966.0,5439.0,4640.0,13.0,Other,"Sep 6, 1999 to Nov 29, 1999",https://myanimelist.net/anime/2383/Cybersix,False
6872,Cyborg 009,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Shounen']",Original Cyborg 009 1966 movie based on the manga. Features 009's origin and an epic battle against Black Ghost and their evil robot forces.,Movie,,['Toei Animation'],6.27,598.0,7747.0,1707.0,1.0,Manga,"Jul 21, 1966",https://myanimelist.net/anime/6872/Cyborg_009,False
2907,Cyborg Kuro-chan,"['Comedy', 'Sci-Fi']","Kuro is just an ordinary cat who only wants to protect his owners who are an old couple that can't fend for themselves. One day while on a date with his girlfriend Pooly who is a dog, he is kidnapped by an evil scientist and turned into a robot. Kuro somehow removes the chip that controlled him and notices that people get scared with his new robotic appearance and that he can now talk like a human. He decides to disguise himself with the skin of a stuffed toy and to continue living as a pet. 
 
(Source: ANN)",TV,['Public &amp; Basic'],['Studio Bogey'],7.18,2027.0,5651.0,4215.0,66.0,Manga,"Oct 2, 1999 to Jan 6, 2001",https://myanimelist.net/anime/2907/Cyborg_Kuro-chan,False
17397,Cyclops Shoujo Saipuu,"['Ecchi', 'Comedy', 'School', 'Slice of Life']","When Fuuka hit her second year of middle school, puberty kicked in. Now she's really tall and has huge boobs. Due to her hairstyle, her classmates call her ""Saipu"", after the cyclops. Her affection for her older brother was cute when she was a little girl and said she wanted to marry him. Now it just freaks him out, since she's decided she's adult enough to follow through on her childish promises. 
 
(Source: MU)",ONA,,,5.97,9993.0,2765.0,19664.0,12.0,4-koma manga,"Mar 12, 2013 to May 30, 2013",https://myanimelist.net/anime/17397/Cyclops_Shoujo_Saipuu,False
10578,C³,"['Action', 'Comedy', 'Ecchi', 'School', 'Supernatural']","From the light novel series written by Minase Hazuki, comes a story of love, action, and comedy. Yachi Haruaki is a high school boy who is naturally resistant to curses. After his father sends him a mysterious black cube, Haruaki awakes to find a nude girl named Fear standing in his kitchen. She’s the human form of the cursed black cube – and an instrument of torture! Utilizing her special abilities, Fear fights alongside Haruaki to defeat other cursed instruments and their owners. 
 
(Source: FUNimation)",TV,['Starchild Records'],['Silver Link.'],6.8,58337.0,780.0,124570.0,12.0,Light novel,"Oct 1, 2011 to Dec 17, 2011",https://myanimelist.net/anime/10578/C%C2%B3,False
20031,D-Frag!,"['Game', 'Comedy', 'School', 'Seinen']","The Kazama Family—a gang of three wannabe delinquents and close friends, spearheaded by Kenji Kazama, is trying to make a name for themselves at Fujou Academy. On the first day of the term, the gang finds themselves putting out a fire in the Game Development Club. Instead of thanking them, the eccentric club members attack and knock out Kenji's two friends, forcing Kenji to fight for his life. Failing to escape, the gang leader is coerced into joining the Game Development Club. 
 
As he settles in, Kenji gets to know the four girls responsible for his provisional membership—student council president and general tyrant Chitose Karasuyama, spirited tomboy Sakura Mizukami, negligent club advisor Minami Oosawa, and the school's infamous shadow leader Roka Shibasaki. Throughout the Game Development Club's constant shenanigans and his desperate attempts to leave the club, Kenji begins to realize that he may be actually enjoying himself. 
 
[Written by MAL Rewrite]",TV,"['TV Tokyo', 'Media Factory', 'Kadokawa Shoten', 'AT-X', 'DAX Production', 'Sony Music Communications', 'Toranoana']",['Brain&#039;s Base'],7.7,114526.0,375.0,218184.0,12.0,Manga,"Jan 7, 2014 to Mar 25, 2014",https://myanimelist.net/anime/20031/D-Frag,False
9353,D.C. I&II P.S.P. Re-Animated,"['Magic', 'Harem', 'Romance', 'Drama']","An OVA bundled with a PSP game Da Capo: D.C. I & II P.S.P. It features animated confession scenes for the four main heroines of the two games, Nemu, Kotori, Yume, and Otome. ",OVA,,['Zexcs'],6.79,1680.0,5659.0,4643.0,1.0,Visual novel,"Oct 28, 2010",https://myanimelist.net/anime/9353/DC_I_II_PSP_Re-Animated,False
62,D.C.: Da Capo,"['Harem', 'Drama', 'Magic', 'Romance']","Every year the flowers bloom. Mysterious Cherry Blossoms blooming all over a crescent shaped island. That island is the island of Hatsune... 
 
The main character who goes to Kazami Academy, Asakura Junnichi, has the power to see the dreams of other people in his sleep. He was also taught magic by an old lady that allows him to create sweets. 
 
One day, Junnichi seems to have seen someone's dream again while he was sleeping. Inside that dream, a girl who was a childhood friend of his appeared. But, he was woken up by his sister Asakura Nemu, forcing him to come back to his regular life. Nemu doesn't actually have any blood relation to Junnichi but their bond is deeper than other real brothers and sisters. So deep that it gives the illusion that they're lovers. 
 
It was another peaceful normal day waking up early in the morning and going to Kazami Academy. Together with childhood friend Amakase Miharu, the academy idol Shirakawa Kotori, the two sisters Mizukoshi Moe and Mako who prefer eating nabe on the school roof for lunch. Going through their day as usual, their childhood friend, Yoshino Sakura, who they thought had moved to America suddenly appears. It was a surprise for Junnichi and Nemu. Sakura tells them, ""I came to finish the promise we made during our childhood""... 
 
(Source: AnimeNfo and AniDB) ",TV,"['Lantis', 'King Records']","['feel.', 'Zexcs']",6.87,24042.0,1620.0,56434.0,26.0,Visual novel,"Jul 5, 2003 to Dec 27, 2003",https://myanimelist.net/anime/62/DC__Da_Capo,False
3627,D.C.II S.S.: Da Capo II Second Season,"['Fantasy', 'Comedy', 'Harem', 'Romance', 'Drama']","The story continues where it left off at season 1, but now we start to get to know the people we already know a little more in detail. 
 
(Source: ANN)",TV,"['Starchild Records', 'Lantis', 'GANSIS']",['feel.'],7.33,10500.0,2834.0,23061.0,13.0,Visual novel,"Apr 6, 2008 to Jun 29, 2008",https://myanimelist.net/anime/3627/DCII_SS__Da_Capo_II_Second_Season,False
2595,D.C.II: Da Capo II,"['Drama', 'Ecchi', 'Romance', 'School']","The undying Sakura Trees return. Based on a PS2 sequel of the original DaCapo game, the story once again takes place on Hatsunejima, but is set 53 years after the events of D.C. and D.C.S.S.. Although some characters will probably look a bit familiar to the initiated eye, the cast is a new one. The new main protagonist is Yoshiyuki Sakurai, who lives next door to the Asakura sisters Yume and Otome, who are the granddaughters of Junichi and Nemu from the first season. 
 
[Written by MAL Rewrite]",TV,['Starchild Records'],['feel.'],7.02,12901.0,2527.0,28140.0,13.0,Visual novel,"Oct 2, 2007 to Dec 25, 2007",https://myanimelist.net/anime/2595/DCII__Da_Capo_II,False
14827,D.C.III: Da Capo III,,"On the island of Hatsunejima, where spring is eternal, grows a particular large cherry blossom tree. This cherry blossom tree never withers, and is said to be able to fulfill any wish. 
 
However, one day, this tree had become a normal cherry blossom tree...",TV,,,6.76,,2982.0,22998.0,,,"Jan 5, 2013 to Mar 30, 2013",https://myanimelist.net/anime/14827/DCIII__Da_Capo_III,False
291,D.C.S.S: Da Capo Second Season,"['Comedy', 'Harem', 'Romance', 'Supernatural', 'Drama']","Hatsune-Jima was once well-known for its cherry trees, which would bloom no matter what time of year it was. Two years ago, the island's cherry trees lost this ability and all became ordinary cherry trees that bloom only in the spring. Jun'ichi Asakura is now a graduating senior at Kazami Academy, and is surrounded by many close friends, old and new alike. On a stormy summer day, a mysterious young girl, Aisia, arrives at Jun'ichi's door. She is looking for Sakura's grandmother to study magic, ultimately hoping to bring happiness to everyone. When she discovers that grandmother Yoshino had long since passed away, she joyfully assumes (thanks to his error in judgment) that Jun'ichi is able to teach her. Even though she finally understands that the only magic he's capable of is conjuring Japanese confections, Aisia continues her search for magic on Hatsune-Jima. Amid the chaos of her search, Kazami Academy hires new medical staff. 
 
(Source: ANN)",TV,,['feel.'],7.1,12729.0,2649.0,26048.0,26.0,Visual novel,"Jul 2, 2005 to Dec 24, 2005",https://myanimelist.net/anime/291/DCSS__Da_Capo_Second_Season,False
5216,D.C.if: Da Capo if,,"This two episode OVA retelling of the first Da Capo series with the ""what if"" Asakura Jun'ichi were to return Shirakawa Kotori's feelings.",OVA,,,7.29,,3825.0,13555.0,,,"Dec 25, 2008 to Mar 25, 2009",https://myanimelist.net/anime/5216/DCif__Da_Capo_if,False
1482,D.Gray-man,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Demons', 'Shounen']","Losing a loved one is so painful that one may sometimes wish to be able to resurrect them—a weakness that the enigmatic Millennium Earl exploits. To make his mechanical weapons known as ""Akuma,"" he uses the souls of the dead that are called back. Once a soul is placed in an Akuma, it is trapped forever, and the only way to save them is to exorcise them from their vessel using the Anti-Akuma weapon, ""Innocence."" 
  
After spending three years as the disciple of General Cross, Allen Walker is sent to the Black Order—an organization comprised of those willing to fight Akuma and the Millennium Earl—to become an official Exorcist. With an arm as his Innocence and a cursed eye that can see the suffering souls within an Akuma, it's up to Allen and his fellow Exorcists to stop the Millennium Earl's ultimate plot: one that can lead to the destruction of the world. 
 
[Written by MAL Rewrite]",TV,"['TV Tokyo', 'Aniplex', 'Dentsu', 'Half H.P Studio', 'Sony Music Entertainment', 'Studio Jack']",['TMS Entertainment'],8.16,171226.0,136.0,422711.0,103.0,Manga,"Oct 3, 2006 to Sep 30, 2008",https://myanimelist.net/anime/1482/DGray-man,False
2285,D.I.C.E.,"['Action', 'Adventure', 'Kids', 'Mecha', 'Sci-Fi', 'Shounen']","DICE (DNA Integrated Cybernetic Enterprises) is a large organization established to deal with problems in the Sarbylion galaxy. DICE F-99 is the only unit comprised entirely of children. 
 
When a problem arises, DICE is called to the rescue. And when their special training and skills aren`t enough, they rely on their Dinobreakers, which can transform from Vehicle Mode to Dino Mode, to help get the job done! 
 
Always on call, always on alert - DICE is ready for action!  
 
(Source: AniDB)",TV,,['Xebec'],6.36,1522.0,6513.0,3227.0,40.0,Unknown,"Dec 6, 2005 to Sep 19, 2006",https://myanimelist.net/anime/2285/DICE,False
61,D.N.Angel,"['Action', 'Comedy', 'Magic', 'Romance', 'Fantasy', 'School', 'Shoujo']","Daisuke Niwa is a clumsy, block-headed, and wimpy middle school student who has few redeeming qualities. On his 14th birthday, he finally decides to confess his love to his longtime crush Risa Harada, but is rejected.  
 
In an unexpected turn of events, however, Daisuke finds himself transforming into Dark Mousy, the infamous phantom thief, whenever his mind is set on Risa. Though Daisuke is unaware of this strange heritage, his mother is certainly not: since before the boy was born, his mother had been planning for him to steal valuable works of art and let the name of the elusive art thief be known. 
 
With doubt and confusion constantly clouding his mind, Daisuke finds himself struggling in his relationships with classmates and family. And it is not long before Daisuke realizes that he is not the only one with a fated family legacy—his greatest adversary could be the one classmate he is most unwilling to fight.  
 
[Written by MAL Rewrite]",TV,['Kadokawa Shoten'],['Xebec'],7.31,75971.0,716.0,142935.0,26.0,Manga,"Apr 3, 2003 to Sep 25, 2003",https://myanimelist.net/anime/61/DNAngel,False
2723,D4 Princess,"['Action', 'Sci-Fi', 'Comedy', 'Magic', 'Mecha']","Doris Ruridou is young princess who had just entered Teito Academy. She is also a Panzer, a person with special abilities and fights with a weapon called a ""tool"". Shortly after entering, her older sister shows up to teach her how to fight as a Panzer against other Panzers who challenge her. 
 
(Source: ANN)",TV,['Pony Canyon'],['Daume'],6.11,498.0,7781.0,1821.0,24.0,Manga,"Apr 6, 1999 to Sep 28, 1999",https://myanimelist.net/anime/2723/D4_Princess,False
10177,DD Hokuto no Ken,"['Parody', 'Seinen']","Super-deformed version of Hokuto no Ken, Buronson & Hara Tetsuo's post-apocalyptic fighting manga. 
 
Note: The ""DD"" stands for ""Design Deformation,"" since the characters are only ""two-heads-tall."" 
 
(Source: AniDB) ",TV,['North Stars Pictures'],,6.25,1016.0,6591.0,2990.0,12.0,Manga,"Jan 12, 2011 to Apr 6, 2011",https://myanimelist.net/anime/10177/DD_Hokuto_no_Ken,False
